,Institution_ID,Institution_Type,Region,Total_Students,Total_Teachers,Student_Teacher_Ratio,Total_Classrooms,Avg_Classroom_Capacity,Classroom_Utilization_Rate,Smart_Classrooms,Computer_Labs,Lab_Utilization_Rate,Digital_Learning_Tools,Internet_Bandwidth_Mbps,Library_Resources,Learning_Outcome_Index,Student_Engagement_Index,Teacher_Workload_Index,Infrastructure_Quality_Index,Resource_Utilization_Index,Operational_Cost_Per_Student,Resource_Wastage_Index,Resource_Allocation_Status
1447,INS01448,Government-Aided,Semi-Urban,689,44,15.66,95,59,0.8,26,8,0.44,0.59,876,84140,0.65,0.57,0.72,0.9,0.77,3936,0.18,Moderately_Balanced
1448,INS01449,Private,Rural,1540,146,10.55,118,53,0.88,21,5,0.45,0.33,449,92254,0.54,0.71,0.55,0.81,0.66,3019,0.12,Moderately_Balanced
1449,INS01450,Public,Urban,1123,77,14.58,15,48,0.82,17,2,0.75,0.92,898,62642,0.57,0.71,0.47,0.47,0.54,1666,0.17,Needs_Improvement
1450,INS01451,Public,Urban,717,139,5.16,94,58,0.85,45,14,0.79,0.3,396,29636,0.81,0.88,0.84,0.44,0.54,3861,0.23,Moderately_Balanced
1451,INS01452,Government-Aided,Semi-Urban,906,130,6.97,95,42,0.91,43,10,0.91,0.37,406,33069,0.48,0.87,0.3,0.75,0.88,4746,0.33,Moderately_Balanced
1452,INS01453,Government-Aided,Semi-Urban,867,95,9.13,108,52,0.75,17,5,0.68,0.82,629,44909,0.7,0.78,0.54,0.59,0.88,3877,0.2,Moderately_Balanced
1453,INS01454,Public,Urban,843,89,9.47,45,41,0.87,36,3,0.49,0.59,406,48391,0.63,0.83,0.48,0.58,0.51,3974,0.32,Needs_Improvement
1454,INS01455,Government-Aided,Rural,1183,85,13.92,49,58,0.57,6,13,0.89,0.37,188,24871,0.86,0.4,0.33,0.86,0.83,4098,0.35,Moderately_Balanced
1455,INS01456,Government-Aided,Rural,1002,139,7.21,86,35,0.86,3,9,0.91,0.45,176,35532,0.85,0.41,0.35,0.59,0.49,1512,0.22,Needs_Improvement
1456,INS01457,Government-Aided,Semi-Urban,1523,106,14.37,44,52,0.56,44,2,0.88,0.95,443,82757,0.79,0.64,0.4,0.75,0.83,1340,0.09,Moderately_Balanced
1457,INS01458,Private,Rural,1922,141,13.63,117,60,0.92,15,9,0.85,0.66,806,37637,0.64,0.75,0.6,0.7,0.43,2473,0.31,Needs_Improvement
1458,INS01459,Private,Rural,2368,68,34.82,99,50,0.61,21,2,0.44,0.53,679,84768,0.77,0.82,0.47,0.54,0.8,3213,0.31,Moderately_Balanced
1459,INS01460,Government-Aided,Semi-Urban,2086,67,31.13,29,53,0.54,59,1,0.84,0.86,296,88744,0.77,0.64,0.8,0.58,0.68,4952,0.31,Moderately_Balanced
1460,INS01461,Government-Aided,Rural,1919,134,14.32,112,37,0.52,47,10,0.9,0.59,167,54907,0.62,0.9,0.44,0.92,0.42,4385,0.34,Moderately_Balanced
1461,INS01462,Private,Semi-Urban,1757,106,16.58,70,38,0.54,50,6,0.69,0.47,879,95687,0.89,0.83,0.73,0.58,0.72,4893,0.13,Moderately_Balanced
1462,INS01463,Private,Urban,1883,26,72.42,74,51,0.67,35,11,0.8,0.36,834,61262,0.94,0.45,0.43,0.83,0.47,2039,0.15,Moderately_Balanced
1463,INS01464,Public,Semi-Urban,2214,96,23.06,41,33,0.71,19,6,0.74,0.77,110,53527,0.61,0.63,0.33,0.87,0.47,2380,0.26,Needs_Improvement
1464,INS01465,Public,Urban,377,140,2.69,16,42,0.91,30,4,0.55,0.67,575,72760,0.85,0.93,0.46,0.44,0.62,4577,0.22,Moderately_Balanced
1465,INS01466,Private,Urban,1608,143,11.24,88,63,0.64,51,13,0.71,0.31,769,17380,0.7,0.62,0.8,0.76,0.93,3809,0.31,Moderately_Balanced
1466,INS01467,Government-Aided,Rural,947,144,6.58,78,32,0.56,59,2,0.86,0.66,133,67971,0.68,0.6,0.35,0.81,0.89,2014,0.13,Moderately_Balanced
1467,INS01468,Government-Aided,Rural,2487,31,80.23,19,66,0.82,32,13,0.66,0.36,620,102914,0.64,0.56,0.51,0.64,0.85,2037,0.25,Moderately_Balanced
1468,INS01469,Government-Aided,Rural,852,90,9.47,105,57,0.52,12,10,0.71,0.94,21,31126,0.6,0.66,0.3,0.71,0.86,3303,0.33,Moderately_Balanced
1469,INS01470,Government-Aided,Semi-Urban,1297,20,64.85,82,55,0.9,51,12,0.68,0.43,520,76955,0.91,0.79,0.68,0.49,0.65,1344,0.11,Moderately_Balanced
1470,INS01471,Public,Rural,581,138,4.21,27,63,0.65,19,11,0.55,0.74,190,71069,0.82,0.43,0.87,0.58,0.57,4300,0.14,Needs_Improvement
1471,INS01472,Private,Urban,1581,130,12.16,95,44,0.76,53,3,0.73,0.71,460,56143,0.67,0.84,0.53,0.79,0.88,3303,0.17,Moderately_Balanced
1472,INS01473,Government-Aided,Rural,2146,83,25.86,99,37,0.54,40,13,0.66,0.73,619,85054,0.83,0.89,0.65,0.73,0.4,2455,0.08,Moderately_Balanced
1473,INS01474,Public,Rural,1683,62,27.15,37,64,0.52,41,6,0.52,0.55,244,5863,0.81,0.81,0.57,0.48,0.95,4323,0.1,Moderately_Balanced
1474,INS01475,Government-Aided,Semi-Urban,1457,60,24.28,111,53,0.85,37,4,0.87,0.3,166,117264,0.58,0.89,0.88,0.94,0.68,3167,0.16,Moderately_Balanced
1475,INS01476,Private,Semi-Urban,403,134,3.01,64,66,0.66,21,5,0.89,0.94,621,30630,0.54,0.45,0.74,0.92,0.67,3761,0.07,Needs_Improvement
1476,INS01477,Public,Urban,1065,58,18.36,93,33,0.94,38,11,0.43,0.38,467,68702,0.87,0.64,0.33,0.52,0.53,4560,0.16,Needs_Improvement
1477,INS01478,Private,Semi-Urban,2442,20,122.1,92,41,0.71,22,9,0.72,0.79,449,73562,0.86,0.44,0.37,0.88,0.45,1386,0.12,Moderately_Balanced
1478,INS01479,Private,Rural,1896,60,31.6,87,48,0.87,47,5,0.62,0.35,700,31975,0.95,0.84,0.58,0.55,0.76,3996,0.31,Moderately_Balanced
1479,INS01480,Public,Semi-Urban,779,107,7.28,51,44,0.94,48,10,0.67,0.45,342,27345,0.46,0.9,0.68,0.71,0.57,3926,0.23,Moderately_Balanced
1480,INS01481,Public,Urban,2360,117,20.17,44,59,0.59,55,11,0.59,0.64,110,82011,0.72,0.56,0.47,0.83,0.53,4838,0.32,Moderately_Balanced
1481,INS01482,Public,Rural,2263,107,21.15,107,66,0.85,32,8,0.65,0.54,33,35434,0.8,0.68,0.7,0.59,0.45,3234,0.11,Needs_Improvement
1482,INS01483,Public,Urban,2442,98,24.92,37,41,0.46,40,2,0.57,0.92,167,88128,0.74,0.56,0.65,0.71,0.67,4818,0.07,Moderately_Balanced
1483,INS01484,Public,Semi-Urban,2372,90,26.36,48,48,0.79,29,12,0.46,0.84,822,116518,0.81,0.6,0.56,0.65,0.7,3022,0.16,Moderately_Balanced
1484,INS01485,Public,Semi-Urban,1595,118,13.52,78,63,0.82,13,14,0.56,0.9,490,55762,0.52,0.65,0.65,0.82,0.62,2683,0.07,Moderately_Balanced
1485,INS01486,Public,Urban,1828,106,17.25,69,36,0.69,46,6,0.75,0.7,428,16434,0.45,0.82,0.85,0.66,0.36,4430,0.32,Needs_Improvement
1486,INS01487,Government-Aided,Rural,1489,20,74.45,85,57,0.53,35,11,0.43,0.4,403,88017,0.5,0.48,0.45,0.71,0.65,2249,0.11,Needs_Improvement
1487,INS01488,Private,Semi-Urban,1238,131,9.45,23,57,0.76,56,11,0.6,0.61,407,119940,0.64,0.48,0.77,0.87,0.51,1947,0.09,Needs_Improvement
1488,INS01489,Public,Semi-Urban,1061,93,11.41,18,58,0.9,7,6,0.42,0.79,76,114448,0.61,0.51,0.31,0.78,0.43,3983,0.29,Needs_Improvement
1489,INS01490,Government-Aided,Rural,953,84,11.35,80,66,0.92,56,5,0.59,0.3,533,65713,0.89,0.43,0.35,0.69,0.7,4576,0.26,Moderately_Balanced
1490,INS01491,Government-Aided,Semi-Urban,1969,88,22.38,105,49,0.82,46,6,0.45,0.85,597,5433,0.49,0.74,0.87,0.65,0.75,2539,0.07,Moderately_Balanced
1491,INS01492,Government-Aided,Urban,2231,86,25.94,47,40,0.58,21,14,0.58,0.69,364,88876,0.67,0.5,0.72,0.47,0.66,1440,0.2,Needs_Improvement
1492,INS01493,Private,Semi-Urban,1426,69,20.67,46,68,0.89,56,5,0.84,0.76,898,89708,0.93,0.63,0.68,0.43,0.72,2017,0.18,Moderately_Balanced
1493,INS01494,Public,Semi-Urban,2225,77,28.9,58,52,0.89,3,2,0.72,0.74,106,14414,0.7,0.76,0.5,0.92,0.71,1321,0.17,Moderately_Balanced
1494,INS01495,Government-Aided,Rural,874,72,12.14,51,49,0.63,50,5,0.75,0.84,424,65115,0.52,0.64,0.41,0.5,0.42,4971,0.09,Needs_Improvement
1495,INS01496,Private,Urban,1629,110,14.81,105,49,0.54,34,1,0.66,0.31,264,5083,0.6,0.88,0.53,0.55,0.48,4658,0.29,Needs_Improvement
1496,INS01497,Private,Rural,1577,134,11.77,106,40,0.89,7,3,0.88,0.51,768,95823,0.76,0.81,0.66,0.74,0.36,4931,0.12,Moderately_Balanced
1497,INS01498,Private,Semi-Urban,1503,137,10.97,81,31,0.89,33,14,0.68,0.6,620,76312,0.46,0.54,0.68,0.86,0.94,4199,0.19,Moderately_Balanced
1498,INS01499,Government-Aided,Semi-Urban,339,76,4.46,74,42,0.5,59,7,0.45,0.63,878,73581,0.93,0.47,0.4,0.86,0.48,3108,0.31,Moderately_Balanced
1499,INS01500,Public,Rural,819,105,7.8,73,42,0.93,21,4,0.89,0.91,71,95328,0.73,0.87,0.57,0.86,0.84,2910,0.15,Highly_Balanced
1500,INS01501,Government-Aided,Rural,1939,37,52.41,50,44,0.72,24,8,0.47,0.28,734,45396,0.8,0.61,0.64,0.94,0.82,1201,0.06,Moderately_Balanced
1501,INS01502,Government-Aided,Rural,762,35,21.77,63,60,0.95,24,3,0.92,0.86,993,26740,0.7,0.6,0.88,0.43,0.77,2454,0.32,Needs_Improvement
1502,INS01503,Public,Urban,1551,149,10.41,65,52,0.67,39,7,0.63,0.64,228,41783,0.93,0.83,0.63,0.62,0.62,2215,0.2,Moderately_Balanced
1503,INS01504,Public,Semi-Urban,2148,32,67.12,22,51,0.72,39,14,0.44,0.64,905,7558,0.74,0.4,0.65,0.9,0.7,1774,0.2,Moderately_Balanced
1504,INS01505,Public,Rural,782,99,7.9,64,45,0.58,16,2,0.85,0.47,162,48265,0.78,0.64,0.76,0.66,0.46,2588,0.22,Needs_Improvement
1505,INS01506,Private,Semi-Urban,642,62,10.35,55,58,0.9,15,14,0.45,0.7,961,105580,0.88,0.78,0.55,0.88,0.41,2428,0.1,Moderately_Balanced
1506,INS01507,Public,Urban,1496,73,20.49,115,49,0.67,47,8,0.49,0.7,646,42161,0.88,0.85,0.53,0.41,0.56,4236,0.26,Moderately_Balanced
1507,INS01508,Government-Aided,Urban,1762,92,19.15,52,57,0.86,47,13,0.62,0.38,818,24049,0.46,0.87,0.65,0.68,0.85,3694,0.12,Moderately_Balanced
1508,INS01509,Public,Urban,1502,67,22.42,100,56,0.49,58,3,0.75,0.72,593,91666,0.59,0.65,0.77,0.91,0.69,1506,0.14,Moderately_Balanced
1509,INS01510,Government-Aided,Urban,1921,37,51.92,92,58,0.84,38,13,0.46,0.44,565,64091,0.57,0.85,0.68,0.54,0.81,3317,0.24,Moderately_Balanced
1510,INS01511,Private,Semi-Urban,2480,30,82.67,93,34,0.7,14,6,0.72,0.73,823,68102,0.45,0.42,0.41,0.91,0.88,2777,0.27,Moderately_Balanced
1511,INS01512,Government-Aided,Urban,2431,103,23.6,69,67,0.45,16,2,0.81,0.68,652,113280,0.89,0.56,0.54,0.4,0.69,2487,0.27,Needs_Improvement
1512,INS01513,Government-Aided,Urban,1292,38,34.0,82,67,0.56,56,7,0.46,0.75,123,44351,0.61,0.41,0.61,0.44,0.57,1993,0.07,Needs_Improvement
1513,INS01514,Public,Rural,1489,119,12.51,32,31,0.55,34,13,0.74,0.26,63,113104,0.62,0.49,0.61,0.66,0.86,2149,0.28,Moderately_Balanced
1514,INS01515,Public,Urban,1903,135,14.1,79,49,0.83,32,4,0.9,0.34,722,31796,0.5,0.78,0.5,0.46,0.49,3321,0.25,Needs_Improvement
1515,INS01516,Government-Aided,Rural,1493,109,13.7,78,42,0.69,39,6,0.9,0.84,352,9257,0.94,0.4,0.61,0.52,0.36,4455,0.23,Needs_Improvement
1516,INS01517,Public,Urban,897,93,9.65,26,55,0.53,38,2,0.48,0.52,266,27521,0.86,0.68,0.7,0.56,0.38,2221,0.34,Needs_Improvement
1517,INS01518,Private,Urban,944,43,21.95,55,64,0.58,17,3,0.8,0.84,549,69964,0.74,0.62,0.58,0.66,0.7,4336,0.15,Moderately_Balanced
1518,INS01519,Private,Rural,747,32,23.34,56,37,0.7,29,3,0.84,0.29,484,42470,0.84,0.47,0.57,0.61,0.89,3057,0.25,Moderately_Balanced
1519,INS01520,Public,Urban,1063,144,7.38,74,57,0.46,22,4,0.86,0.79,320,108257,0.84,0.76,0.78,0.91,0.69,4442,0.22,Highly_Balanced
1520,INS01521,Private,Semi-Urban,1034,135,7.66,64,44,0.66,36,1,0.57,0.31,639,6912,0.78,0.77,0.75,0.89,0.6,1647,0.17,Moderately_Balanced
1521,INS01522,Public,Semi-Urban,1942,90,21.58,95,37,0.79,46,13,0.54,0.58,954,21356,0.54,0.78,0.55,0.81,0.7,3794,0.29,Moderately_Balanced
1522,INS01523,Government-Aided,Urban,900,145,6.21,97,40,0.71,6,6,0.42,0.91,557,113267,0.81,0.81,0.9,0.76,0.75,2982,0.17,Moderately_Balanced
1523,INS01524,Government-Aided,Semi-Urban,2472,138,17.91,50,58,0.75,9,11,0.61,0.3,387,17307,0.73,0.57,0.34,0.51,0.81,2928,0.22,Moderately_Balanced
1524,INS01525,Private,Rural,2460,110,22.36,62,34,0.61,15,6,0.46,0.5,225,28109,0.81,0.93,0.5,0.73,0.56,4467,0.22,Moderately_Balanced
1525,INS01526,Public,Urban,1280,104,12.31,85,36,0.54,27,4,0.81,0.61,376,38169,0.72,0.44,0.32,0.48,0.58,4658,0.2,Needs_Improvement
1526,INS01527,Public,Urban,2082,127,16.39,87,47,0.85,22,8,0.47,0.88,350,67151,0.93,0.74,0.8,0.65,0.36,1287,0.19,Moderately_Balanced
1527,INS01528,Private,Rural,2497,146,17.1,22,57,0.9,33,5,0.83,0.48,627,84291,0.76,0.91,0.75,0.65,0.74,4582,0.1,Moderately_Balanced
1528,INS01529,Government-Aided,Rural,879,140,6.28,39,41,0.71,17,10,0.46,0.81,299,57596,0.74,0.52,0.71,0.78,0.82,1967,0.12,Moderately_Balanced
1529,INS01530,Private,Rural,1082,148,7.31,21,41,0.6,46,14,0.65,0.75,904,100926,0.87,0.55,0.43,0.86,0.66,1536,0.09,Moderately_Balanced
1530,INS01531,Government-Aided,Urban,831,25,33.24,22,65,0.71,22,4,0.6,0.46,461,31931,0.64,0.71,0.72,0.58,0.58,3146,0.27,Needs_Improvement
1531,INS01532,Public,Rural,1812,97,18.68,102,58,0.89,50,7,0.71,0.49,520,113056,0.61,0.81,0.51,0.42,0.55,4424,0.27,Needs_Improvement
1532,INS01533,Government-Aided,Rural,911,57,15.98,95,40,0.8,19,10,0.67,0.38,754,102857,0.7,0.57,0.82,0.43,0.74,4586,0.24,Needs_Improvement
1533,INS01534,Private,Semi-Urban,2305,135,17.07,90,35,0.88,30,10,0.71,0.74,763,118947,0.74,0.84,0.42,0.88,0.55,3715,0.33,Moderately_Balanced
1534,INS01535,Public,Semi-Urban,1400,121,11.57,45,50,0.61,13,8,0.4,0.64,892,113009,0.56,0.53,0.43,0.67,0.71,3798,0.13,Needs_Improvement
1535,INS01536,Private,Urban,1970,27,72.96,26,39,0.81,22,2,0.47,0.36,453,35040,0.79,0.86,0.88,0.54,0.91,3099,0.3,Moderately_Balanced
1536,INS01537,Private,Semi-Urban,1715,97,17.68,71,61,0.78,1,13,0.67,0.68,219,8347,0.85,0.53,0.61,0.42,0.55,2149,0.11,Needs_Improvement
1537,INS01538,Government-Aided,Semi-Urban,1735,131,13.24,80,62,0.74,28,1,0.52,0.6,570,88269,0.74,0.73,0.57,0.69,0.39,3554,0.07,Needs_Improvement
1538,INS01539,Private,Rural,1174,74,15.86,26,46,0.71,49,6,0.44,0.31,219,19884,0.71,0.59,0.51,0.48,0.87,4813,0.05,Moderately_Balanced
1539,INS01540,Government-Aided,Rural,516,67,7.7,41,32,0.73,8,2,0.51,0.92,386,90007,0.6,0.57,0.8,0.63,0.51,2165,0.22,Needs_Improvement
1540,INS01541,Public,Semi-Urban,675,107,6.31,60,47,0.87,58,11,0.81,0.83,690,105534,0.9,0.59,0.51,0.68,0.94,2422,0.28,Moderately_Balanced
1541,INS01542,Government-Aided,Semi-Urban,1909,29,65.83,21,39,0.91,32,8,0.68,0.3,358,59115,0.83,0.66,0.51,0.53,0.85,4554,0.3,Moderately_Balanced
1542,INS01543,Public,Semi-Urban,310,71,4.37,75,68,0.51,47,13,0.5,0.9,439,39559,0.69,0.85,0.37,0.51,0.61,1332,0.19,Moderately_Balanced
1543,INS01544,Government-Aided,Urban,1913,53,36.09,72,37,0.73,43,5,0.41,0.89,698,66261,0.78,0.8,0.61,0.41,0.73,1865,0.07,Moderately_Balanced
1544,INS01545,Private,Urban,1117,80,13.96,72,63,0.91,11,2,0.59,0.28,755,94101,0.62,0.64,0.85,0.72,0.52,3155,0.06,Needs_Improvement
1545,INS01546,Government-Aided,Urban,1596,98,16.29,27,66,0.52,18,11,0.59,0.39,296,9119,0.48,0.55,0.87,0.51,0.4,2981,0.33,Needs_Improvement
1546,INS01547,Government-Aided,Semi-Urban,990,37,26.76,67,62,0.66,41,12,0.78,0.74,810,119258,0.55,0.85,0.9,0.88,0.67,2073,0.08,Moderately_Balanced
1547,INS01548,Public,Semi-Urban,1899,90,21.1,114,39,0.49,19,5,0.88,0.9,73,93869,0.49,0.86,0.58,0.73,0.6,4455,0.29,Moderately_Balanced
1548,INS01549,Private,Urban,1832,105,17.45,79,69,0.51,36,2,0.59,0.83,183,113779,0.7,0.64,0.76,0.71,0.93,1606,0.07,Moderately_Balanced
1549,INS01550,Government-Aided,Urban,1455,51,28.53,63,47,0.9,30,6,0.76,0.45,674,32473,0.76,0.77,0.63,0.68,0.71,4146,0.11,Moderately_Balanced
1550,INS01551,Private,Semi-Urban,2247,62,36.24,49,54,0.67,34,8,0.73,0.27,405,80528,0.64,0.6,0.63,0.52,0.8,3745,0.1,Needs_Improvement
1551,INS01552,Government-Aided,Rural,1083,102,10.62,108,65,0.79,40,2,0.62,0.58,95,53883,0.72,0.48,0.78,0.93,0.43,2430,0.13,Needs_Improvement
1552,INS01553,Government-Aided,Urban,2272,88,25.82,109,31,0.52,20,6,0.43,0.31,761,97662,0.49,0.57,0.8,0.93,0.78,2779,0.17,Moderately_Balanced
1553,INS01554,Private,Semi-Urban,2176,69,31.54,31,48,0.46,54,6,0.65,0.42,857,25734,0.83,0.76,0.31,0.58,0.38,1444,0.09,Needs_Improvement
1554,INS01555,Government-Aided,Semi-Urban,1084,31,34.97,86,39,0.9,46,1,0.58,0.7,441,50432,0.47,0.81,0.87,0.83,0.72,1800,0.34,Moderately_Balanced
1555,INS01556,Private,Rural,696,104,6.69,81,32,0.74,45,9,0.69,0.6,596,107348,0.77,0.85,0.79,0.47,0.85,3583,0.05,Moderately_Balanced
1556,INS01557,Government-Aided,Semi-Urban,1381,142,9.73,24,48,0.46,42,12,0.47,0.51,249,65730,0.67,0.41,0.73,0.83,0.64,3754,0.28,Needs_Improvement
1557,INS01558,Public,Semi-Urban,1803,77,23.42,48,55,0.95,12,8,0.78,0.9,325,12474,0.54,0.66,0.81,0.56,0.48,3343,0.21,Needs_Improvement
1558,INS01559,Private,Urban,2333,102,22.87,100,54,0.7,38,12,0.81,0.39,136,96244,0.71,0.55,0.62,0.56,0.62,4297,0.08,Needs_Improvement
1559,INS01560,Government-Aided,Urban,1914,131,14.61,18,46,0.69,26,14,0.6,0.59,259,35514,0.84,0.76,0.76,0.68,0.85,4340,0.09,Moderately_Balanced
1560,INS01561,Government-Aided,Rural,759,147,5.16,110,39,0.76,24,4,0.49,0.65,874,65690,0.66,0.53,0.66,0.62,0.78,2745,0.23,Needs_Improvement
1561,INS01562,Public,Rural,2408,55,43.78,43,40,0.45,1,7,0.72,0.48,525,71877,0.63,0.7,0.63,0.46,0.71,4346,0.14,Needs_Improvement
1562,INS01563,Private,Semi-Urban,845,73,11.58,60,40,0.73,34,4,0.9,0.74,788,56966,0.52,0.78,0.43,0.73,0.77,4624,0.19,Moderately_Balanced
1563,INS01564,Government-Aided,Urban,796,66,12.06,89,41,0.76,51,8,0.76,0.86,552,16508,0.75,0.81,0.81,0.52,0.85,2187,0.21,Moderately_Balanced
1564,INS01565,Public,Rural,804,134,6.0,60,69,0.6,7,10,0.46,0.63,76,111626,0.86,0.54,0.83,0.64,0.44,1768,0.22,Needs_Improvement
1565,INS01566,Government-Aided,Rural,1392,143,9.73,91,37,0.81,32,2,0.61,0.8,678,116535,0.73,0.45,0.88,0.53,0.86,1535,0.22,Needs_Improvement
1566,INS01567,Private,Rural,1937,115,16.84,73,53,0.64,24,2,0.88,0.29,48,43312,0.53,0.52,0.37,0.87,0.83,3675,0.07,Moderately_Balanced
1567,INS01568,Government-Aided,Semi-Urban,1017,126,8.07,75,43,0.81,20,3,0.73,0.36,453,28696,0.78,0.72,0.47,0.59,0.64,3249,0.27,Moderately_Balanced
1568,INS01569,Government-Aided,Urban,1892,139,13.61,82,52,0.52,35,14,0.48,0.57,237,119006,0.47,0.42,0.71,0.89,0.59,3916,0.14,Needs_Improvement
1569,INS01570,Government-Aided,Rural,1708,120,14.23,80,65,0.91,12,4,0.78,0.89,565,42082,0.87,0.48,0.81,0.58,0.91,1819,0.08,Moderately_Balanced
1570,INS01571,Government-Aided,Urban,568,122,4.66,48,46,0.89,55,11,0.58,0.62,868,47568,0.91,0.93,0.75,0.5,0.84,2097,0.08,Moderately_Balanced
1571,INS01572,Public,Rural,2246,51,44.04,100,34,0.53,45,13,0.65,0.55,485,111692,0.75,0.6,0.57,0.72,0.94,3845,0.12,Moderately_Balanced
1572,INS01573,Public,Rural,1777,85,20.91,19,32,0.92,8,6,0.62,0.67,585,60890,0.89,0.66,0.74,0.71,0.74,3834,0.24,Moderately_Balanced
1573,INS01574,Private,Urban,1841,30,61.37,23,38,0.73,34,5,0.78,0.34,563,109284,0.49,0.41,0.34,0.74,0.37,4690,0.19,Needs_Improvement
1574,INS01575,Public,Urban,1164,56,20.79,34,49,0.8,45,10,0.51,0.71,523,75249,0.56,0.71,0.7,0.57,0.44,2063,0.08,Needs_Improvement
1575,INS01576,Public,Urban,409,121,3.38,35,49,0.87,35,13,0.6,0.32,407,88555,0.61,0.57,0.3,0.58,0.84,4244,0.06,Moderately_Balanced
1576,INS01577,Private,Semi-Urban,949,68,13.96,31,48,0.49,48,10,0.79,0.65,561,81471,0.84,0.68,0.33,0.53,0.73,4126,0.06,Moderately_Balanced
1577,INS01578,Public,Rural,2398,38,63.11,26,50,0.53,46,7,0.77,0.75,370,83667,0.69,0.68,0.75,0.91,0.47,2159,0.18,Moderately_Balanced
1578,INS01579,Public,Semi-Urban,1799,26,69.19,106,45,0.6,43,6,0.5,0.54,933,83925,0.62,0.91,0.59,0.78,0.36,2356,0.29,Moderately_Balanced
1579,INS01580,Private,Urban,1410,61,23.11,96,62,0.69,45,14,0.58,0.89,344,117270,0.53,0.54,0.34,0.82,0.51,4066,0.22,Needs_Improvement
1580,INS01581,Private,Rural,895,107,8.36,81,34,0.62,50,4,0.41,0.36,560,6394,0.86,0.7,0.59,0.51,0.43,3451,0.29,Needs_Improvement
1581,INS01582,Private,Semi-Urban,1278,30,42.6,19,53,0.7,9,11,0.68,0.37,415,30694,0.46,0.6,0.34,0.76,0.88,4151,0.15,Moderately_Balanced
1582,INS01583,Government-Aided,Rural,1030,60,17.17,74,44,0.54,4,10,0.55,0.61,802,105139,0.62,0.62,0.51,0.82,0.88,3372,0.09,Moderately_Balanced
1583,INS01584,Government-Aided,Semi-Urban,356,22,16.18,67,55,0.79,30,9,0.41,0.9,98,81290,0.57,0.43,0.39,0.59,0.86,2866,0.29,Needs_Improvement
1584,INS01585,Private,Urban,2083,59,35.31,66,54,0.48,23,7,0.62,0.52,502,13238,0.51,0.76,0.43,0.49,0.41,2447,0.27,Needs_Improvement
1585,INS01586,Private,Semi-Urban,2001,70,28.59,92,57,0.63,31,1,0.88,0.9,328,34422,0.54,0.5,0.42,0.78,0.43,1989,0.23,Needs_Improvement
1586,INS01587,Private,Rural,1586,51,31.1,62,62,0.54,48,8,0.88,0.74,438,45715,0.7,0.65,0.52,0.74,0.43,3566,0.32,Needs_Improvement
1587,INS01588,Government-Aided,Rural,411,67,6.13,104,47,0.81,48,4,0.59,0.8,254,27949,0.66,0.63,0.36,0.72,0.51,4555,0.24,Needs_Improvement
1588,INS01589,Government-Aided,Rural,1010,90,11.22,33,47,0.89,2,7,0.63,0.91,455,55203,0.71,0.65,0.62,0.5,0.39,2441,0.21,Needs_Improvement
1589,INS01590,Public,Rural,1501,108,13.9,119,67,0.49,15,11,0.53,0.65,456,108600,0.81,0.6,0.54,0.54,0.94,3804,0.2,Moderately_Balanced
1590,INS01591,Public,Urban,1247,128,9.74,31,62,0.84,56,2,0.44,0.7,929,117726,0.9,0.53,0.8,0.74,0.86,3140,0.24,Moderately_Balanced
1591,INS01592,Private,Semi-Urban,325,54,6.02,68,56,0.9,40,12,0.76,0.66,890,46646,0.51,0.64,0.8,0.74,0.39,3962,0.2,Needs_Improvement
1592,INS01593,Government-Aided,Urban,1057,127,8.32,117,44,0.94,48,3,0.82,0.8,165,14802,0.49,0.42,0.79,0.71,0.44,4298,0.13,Needs_Improvement
1593,INS01594,Government-Aided,Urban,2100,59,35.59,82,42,0.74,19,1,0.86,0.44,185,40677,0.61,0.53,0.58,0.82,0.51,2330,0.34,Needs_Improvement
1594,INS01595,Government-Aided,Urban,1855,71,26.13,49,63,0.61,43,2,0.89,0.8,617,104061,0.72,0.82,0.47,0.85,0.82,2486,0.34,Highly_Balanced
1595,INS01596,Private,Rural,2141,131,16.34,102,33,0.61,23,11,0.88,0.75,185,28819,0.5,0.85,0.55,0.55,0.78,2965,0.1,Moderately_Balanced
1596,INS01597,Public,Rural,1404,58,24.21,55,64,0.64,33,5,0.41,0.67,586,111549,0.81,0.78,0.71,0.49,0.73,2586,0.21,Moderately_Balanced
1597,INS01598,Private,Rural,961,87,11.05,27,48,0.76,51,2,0.91,0.28,414,48090,0.73,0.74,0.62,0.51,0.9,4088,0.29,Moderately_Balanced
1598,INS01599,Public,Semi-Urban,1208,95,12.72,47,60,0.7,47,13,0.6,0.79,854,118183,0.82,0.83,0.67,0.55,0.37,2526,0.07,Needs_Improvement
1599,INS01600,Public,Rural,821,84,9.77,29,54,0.78,22,6,0.86,0.34,272,109832,0.63,0.47,0.72,0.92,0.45,2527,0.09,Needs_Improvement
1600,INS01601,Private,Semi-Urban,2156,81,26.62,77,69,0.47,54,6,0.63,0.92,584,80663,0.65,0.68,0.85,0.48,0.46,4394,0.21,Needs_Improvement
1601,INS01602,Public,Rural,2059,21,98.05,29,41,0.5,52,6,0.62,0.31,993,109970,0.85,0.46,0.87,0.88,0.39,3089,0.06,Needs_Improvement
1602,INS01603,Public,Rural,1089,141,7.72,45,41,0.94,54,12,0.41,0.75,959,11366,0.58,0.81,0.8,0.51,0.72,4650,0.3,Moderately_Balanced
