Institution_ID,Institution_Type,Region,Total_Students,Total_Teachers,Student_Teacher_Ratio,Total_Classrooms,Avg_Classroom_Capacity,Classroom_Utilization_Rate,Smart_Classrooms,Computer_Labs,Lab_Utilization_Rate,Digital_Learning_Tools,Internet_Bandwidth_Mbps,Library_Resources,Learning_Outcome_Index,Student_Engagement_Index,Teacher_Workload_Index,Infrastructure_Quality_Index,Resource_Utilization_Index,Operational_Cost_Per_Student,Resource_Wastage_Index,Resource_Allocation_Status
INS05187,Private,Urban,323,21,15.38,58,68,0.88,41,3,0.56,0.91,298,49769,0.81,0.62,0.41,0.63,0.9,4343,0.09,Moderately_Balanced
INS05188,Private,Rural,1534,128,11.98,87,56,0.84,42,12,0.78,0.64,126,5643,0.69,0.63,0.66,0.76,0.54,1270,0.18,Moderately_Balanced
INS05189,Government-Aided,Rural,2284,23,99.3,40,62,0.79,38,1,0.78,0.53,458,25663,0.6,0.54,0.61,0.49,0.57,3440,0.22,Needs_Improvement
INS05190,Government-Aided,Urban,460,76,6.05,39,44,0.64,33,4,0.4,0.73,885,104594,0.74,0.55,0.79,0.62,0.83,1714,0.26,Moderately_Balanced
INS05191,Public,Rural,1578,132,11.95,49,50,0.5,18,9,0.84,0.39,674,56669,0.49,0.92,0.87,0.46,0.92,3749,0.08,Moderately_Balanced
INS05192,Public,Semi-Urban,1894,42,45.1,50,46,0.69,27,13,0.52,0.52,70,106480,0.78,0.71,0.75,0.93,0.91,2773,0.26,Highly_Balanced
INS05193,Government-Aided,Rural,2461,143,17.21,28,66,0.5,26,5,0.9,0.27,142,52281,0.52,0.84,0.61,0.52,0.38,3534,0.33,Needs_Improvement
INS05194,Public,Semi-Urban,2252,136,16.56,70,44,0.7,49,14,0.87,0.86,581,62020,0.59,0.42,0.61,0.95,0.87,2551,0.29,Moderately_Balanced
INS05195,Government-Aided,Semi-Urban,1995,149,13.39,20,49,0.86,25,3,0.5,0.55,450,64030,0.59,0.4,0.78,0.63,0.7,4386,0.24,Needs_Improvement
INS05196,Government-Aided,Urban,1254,106,11.83,46,48,0.95,10,10,0.73,0.78,870,45317,0.68,0.68,0.37,0.44,0.6,4644,0.08,Needs_Improvement
INS05197,Public,Rural,656,144,4.56,40,30,0.55,48,7,0.55,0.89,812,8184,0.93,0.84,0.39,0.41,0.86,1224,0.29,Moderately_Balanced
INS05198,Public,Semi-Urban,1268,130,9.75,29,33,0.55,34,14,0.45,0.71,570,50025,0.61,0.72,0.51,0.73,0.83,4043,0.25,Moderately_Balanced
INS05199,Private,Semi-Urban,541,26,20.81,63,32,0.86,19,6,0.85,0.51,343,29861,0.59,0.73,0.75,0.74,0.66,1702,0.21,Moderately_Balanced
INS05200,Private,Rural,438,63,6.95,109,37,0.68,11,11,0.49,0.68,961,103426,0.53,0.47,0.34,0.69,0.6,1672,0.29,Needs_Improvement
INS05201,Private,Semi-Urban,2444,132,18.52,70,34,0.91,56,9,0.62,0.5,859,119775,0.65,0.92,0.51,0.44,0.63,1452,0.25,Moderately_Balanced
INS05202,Government-Aided,Rural,446,23,19.39,51,38,0.83,27,4,0.88,0.65,394,83360,0.54,0.68,0.49,0.58,0.54,4643,0.19,Needs_Improvement
INS05203,Public,Urban,1380,137,10.07,116,30,0.82,1,4,0.44,0.55,893,103845,0.52,0.45,0.59,0.6,0.76,1456,0.12,Needs_Improvement
INS05204,Government-Aided,Semi-Urban,1365,42,32.5,67,59,0.5,56,9,0.69,0.35,800,99886,0.88,0.62,0.58,0.79,0.89,4607,0.2,Moderately_Balanced
INS05205,Public,Semi-Urban,842,109,7.72,72,36,0.47,0,2,0.7,0.8,697,13171,0.48,0.44,0.73,0.63,0.5,3756,0.1,Needs_Improvement
INS05206,Government-Aided,Rural,991,111,8.93,115,51,0.61,8,10,0.8,0.6,567,41815,0.81,0.62,0.68,0.72,0.85,4393,0.07,Moderately_Balanced
INS05207,Private,Rural,1325,70,18.93,97,49,0.56,21,2,0.83,0.38,440,82385,0.55,0.78,0.84,0.56,0.57,3180,0.12,Needs_Improvement
INS05208,Private,Rural,1461,134,10.9,92,58,0.81,55,9,0.62,0.87,957,50022,0.46,0.57,0.41,0.8,0.43,1586,0.16,Needs_Improvement
INS05209,Private,Rural,1940,100,19.4,50,56,0.68,50,7,0.79,0.85,395,46851,0.85,0.57,0.56,0.43,0.37,2074,0.24,Needs_Improvement
INS05210,Government-Aided,Semi-Urban,1029,122,8.43,115,54,0.71,39,5,0.87,0.64,128,109330,0.8,0.67,0.54,0.94,0.64,2271,0.2,Moderately_Balanced
INS05211,Public,Urban,703,99,7.1,25,64,0.86,26,14,0.86,0.93,774,47568,0.62,0.66,0.37,0.75,0.69,2068,0.27,Moderately_Balanced
INS05212,Public,Urban,2239,122,18.35,41,56,0.69,8,5,0.66,0.9,510,107819,0.49,0.65,0.4,0.48,0.35,4127,0.27,Needs_Improvement
INS05213,Private,Urban,1450,28,51.79,16,40,0.72,6,9,0.72,0.88,655,90615,0.63,0.67,0.5,0.79,0.74,2493,0.26,Moderately_Balanced
INS05214,Private,Urban,2035,52,39.13,36,46,0.87,35,13,0.75,0.34,242,51802,0.54,0.43,0.74,0.83,0.66,2877,0.21,Needs_Improvement
INS05215,Private,Rural,1338,54,24.78,80,60,0.67,53,10,0.83,0.46,38,87611,0.92,0.65,0.39,0.83,0.95,1369,0.25,Highly_Balanced
INS05216,Private,Semi-Urban,1044,69,15.13,98,47,0.49,47,5,0.66,0.54,568,9612,0.71,0.93,0.46,0.55,0.41,1440,0.34,Moderately_Balanced
INS05217,Public,Semi-Urban,618,43,14.37,31,48,0.71,37,9,0.46,0.83,236,82643,0.93,0.81,0.71,0.93,0.77,1830,0.26,Highly_Balanced
INS05218,Government-Aided,Semi-Urban,1542,58,26.59,18,67,0.74,49,8,0.6,0.86,632,63057,0.63,0.55,0.66,0.41,0.48,2912,0.27,Needs_Improvement
INS05219,Government-Aided,Rural,1072,44,24.36,28,58,0.71,1,6,0.77,0.78,724,39047,0.73,0.76,0.36,0.61,0.47,4951,0.14,Needs_Improvement
INS05220,Government-Aided,Semi-Urban,2216,51,43.45,21,44,0.58,42,5,0.72,0.58,616,17941,0.55,0.57,0.87,0.46,0.36,1534,0.19,Needs_Improvement
INS05221,Government-Aided,Rural,1243,127,9.79,93,36,0.56,4,13,0.79,0.36,252,71451,0.85,0.5,0.39,0.61,0.35,4038,0.18,Needs_Improvement
INS05222,Private,Semi-Urban,2314,52,44.5,108,66,0.63,16,5,0.66,0.27,570,82331,0.47,0.81,0.34,0.43,0.46,2161,0.16,Needs_Improvement
INS05223,Private,Urban,1513,126,12.01,30,66,0.53,36,5,0.49,0.74,429,15155,0.8,0.51,0.48,0.75,0.46,4619,0.19,Needs_Improvement
INS05224,Private,Rural,718,130,5.52,118,36,0.78,57,14,0.46,0.95,573,68478,0.65,0.86,0.32,0.43,0.35,3162,0.23,Needs_Improvement
INS05225,Government-Aided,Semi-Urban,1164,140,8.31,80,51,0.76,34,1,0.65,0.49,531,91115,0.74,0.6,0.32,0.74,0.78,4462,0.24,Moderately_Balanced
INS05226,Private,Urban,1088,35,31.09,33,41,0.77,50,11,0.51,0.65,209,44923,0.75,0.8,0.65,0.53,0.65,1430,0.3,Moderately_Balanced
INS05227,Private,Urban,2171,30,72.37,15,37,0.56,7,5,0.91,0.82,840,55456,0.81,0.54,0.84,0.5,0.59,1546,0.25,Needs_Improvement
INS05228,Public,Urban,794,117,6.79,45,47,0.57,42,3,0.5,0.38,982,19504,0.55,0.75,0.54,0.59,0.41,1861,0.31,Needs_Improvement
INS05229,Public,Rural,1362,135,10.09,18,57,0.84,2,6,0.69,0.83,325,53493,0.72,0.51,0.48,0.75,0.55,4605,0.25,Needs_Improvement
INS05230,Private,Rural,2325,44,52.84,105,47,0.8,2,9,0.4,0.69,892,49414,0.66,0.41,0.85,0.72,0.63,4710,0.16,Needs_Improvement
INS05231,Public,Semi-Urban,2468,112,22.04,72,60,0.89,0,12,0.53,0.65,472,115916,0.59,0.83,0.34,0.77,0.95,2240,0.24,Moderately_Balanced
INS05232,Public,Urban,2285,130,17.58,70,46,0.65,23,3,0.53,0.78,126,22640,0.7,0.85,0.58,0.91,0.66,4582,0.27,Moderately_Balanced
INS05233,Private,Semi-Urban,1027,115,8.93,67,52,0.72,44,1,0.78,0.42,688,89737,0.93,0.87,0.45,0.51,0.36,2663,0.26,Moderately_Balanced
INS05234,Private,Semi-Urban,860,31,27.74,103,40,0.82,29,8,0.66,0.68,244,96019,0.92,0.42,0.53,0.63,0.47,3158,0.3,Needs_Improvement
INS05235,Private,Urban,1452,40,36.3,100,44,0.94,41,12,0.41,0.42,405,54179,0.59,0.8,0.55,0.55,0.56,3633,0.32,Needs_Improvement
INS05236,Private,Semi-Urban,839,146,5.75,57,59,0.94,25,13,0.6,0.38,549,60339,0.89,0.84,0.63,0.72,0.62,4587,0.15,Moderately_Balanced
INS05237,Government-Aided,Rural,959,48,19.98,88,60,0.95,37,14,0.74,0.69,79,97812,0.89,0.57,0.57,0.56,0.75,1357,0.07,Moderately_Balanced
INS05238,Government-Aided,Semi-Urban,2163,140,15.45,111,35,0.9,42,14,0.73,0.44,391,35292,0.57,0.65,0.89,0.71,0.7,2508,0.25,Moderately_Balanced
INS05239,Private,Urban,1750,143,12.24,63,41,0.77,39,9,0.43,0.75,161,67250,0.75,0.62,0.32,0.85,0.66,3862,0.08,Moderately_Balanced
INS05240,Public,Rural,1116,52,21.46,74,52,0.45,50,10,0.88,0.61,137,76990,0.88,0.63,0.75,0.7,0.85,4138,0.32,Moderately_Balanced
INS05241,Private,Rural,2244,96,23.38,108,68,0.8,42,4,0.53,0.74,699,25359,0.71,0.85,0.33,0.86,0.47,3233,0.3,Moderately_Balanced
INS05242,Private,Semi-Urban,1515,60,25.25,108,69,0.57,37,10,0.86,0.87,211,109315,0.63,0.62,0.56,0.74,0.4,3759,0.26,Needs_Improvement
INS05243,Public,Semi-Urban,311,93,3.34,30,65,0.48,43,14,0.51,0.35,305,39164,0.78,0.56,0.42,0.88,0.85,4611,0.33,Moderately_Balanced
INS05244,Government-Aided,Rural,2195,82,26.77,87,64,0.8,49,14,0.7,0.3,560,82579,0.54,0.47,0.87,0.91,0.63,1807,0.32,Needs_Improvement
INS05245,Private,Semi-Urban,347,33,10.52,95,32,0.83,2,13,0.61,0.53,688,101552,0.53,0.76,0.73,0.68,0.68,3632,0.33,Moderately_Balanced
INS05246,Private,Urban,1870,94,19.89,113,57,0.78,12,5,0.7,0.75,38,38835,0.87,0.44,0.58,0.83,0.85,2706,0.27,Moderately_Balanced
INS05247,Government-Aided,Semi-Urban,876,86,10.19,74,44,0.63,35,3,0.66,0.87,621,78738,0.47,0.43,0.87,0.66,0.92,2116,0.16,Needs_Improvement
INS05248,Government-Aided,Semi-Urban,1053,112,9.4,61,42,0.71,40,14,0.4,0.27,641,50842,0.85,0.76,0.73,0.79,0.68,3701,0.06,Moderately_Balanced
INS05249,Public,Rural,1359,72,18.88,29,48,0.92,47,13,0.58,0.81,589,19139,0.6,0.77,0.87,0.42,0.84,2690,0.07,Moderately_Balanced
INS05250,Government-Aided,Semi-Urban,853,113,7.55,77,69,0.81,11,8,0.41,0.3,135,74319,0.69,0.51,0.72,0.93,0.68,2047,0.29,Moderately_Balanced
INS05251,Government-Aided,Semi-Urban,702,132,5.32,42,47,0.7,19,3,0.76,0.66,59,30498,0.72,0.91,0.35,0.89,0.37,3004,0.11,Moderately_Balanced
INS05252,Government-Aided,Semi-Urban,1430,30,47.67,34,60,0.75,38,4,0.84,0.49,284,50254,0.83,0.82,0.67,0.89,0.92,2173,0.14,Highly_Balanced
INS05253,Public,Urban,2386,44,54.23,111,66,0.91,43,10,0.6,0.26,140,92508,0.89,0.76,0.89,0.55,0.84,1209,0.23,Moderately_Balanced
INS05254,Government-Aided,Semi-Urban,2359,102,23.13,77,50,0.65,7,12,0.67,0.32,641,63488,0.85,0.8,0.43,0.56,0.8,3644,0.09,Moderately_Balanced
INS05255,Government-Aided,Urban,847,112,7.56,47,68,0.5,52,7,0.43,0.5,383,13090,0.74,0.62,0.78,0.62,0.62,1551,0.35,Moderately_Balanced
INS05256,Public,Urban,1449,74,19.58,50,34,0.61,46,2,0.6,0.92,224,12181,0.62,0.64,0.41,0.88,0.92,1421,0.3,Moderately_Balanced
INS05257,Government-Aided,Urban,362,38,9.53,27,46,0.66,1,1,0.47,0.36,505,86887,0.71,0.86,0.57,0.87,0.64,1397,0.23,Moderately_Balanced
INS05258,Government-Aided,Urban,1143,111,10.3,76,48,0.59,10,4,0.43,0.44,690,109924,0.47,0.41,0.35,0.56,0.78,1660,0.32,Needs_Improvement
INS05259,Public,Rural,1308,109,12.0,82,33,0.71,55,8,0.49,0.95,865,60871,0.57,0.83,0.5,0.7,0.41,1320,0.2,Needs_Improvement
INS05260,Private,Urban,2142,30,71.4,37,55,0.6,20,1,0.85,0.59,114,50787,0.63,0.64,0.77,0.66,0.48,1390,0.32,Needs_Improvement
INS05261,Public,Semi-Urban,2331,79,29.51,86,53,0.5,36,10,0.91,0.43,418,60959,0.61,0.65,0.33,0.76,0.6,4225,0.3,Moderately_Balanced
INS05262,Government-Aided,Urban,1622,60,27.03,27,68,0.54,54,14,0.86,0.68,565,76413,0.5,0.57,0.49,0.52,0.7,2049,0.05,Needs_Improvement
INS05263,Government-Aided,Semi-Urban,2381,149,15.98,102,67,0.91,5,14,0.9,0.56,773,105225,0.48,0.72,0.68,0.45,0.83,3974,0.29,Needs_Improvement
INS05264,Government-Aided,Urban,1051,126,8.34,54,48,0.76,18,3,0.78,0.85,849,74555,0.66,0.76,0.87,0.41,0.49,1427,0.29,Needs_Improvement
INS05265,Public,Rural,348,79,4.41,44,59,0.61,29,4,0.48,0.26,349,80870,0.49,0.49,0.45,0.61,0.81,3659,0.15,Needs_Improvement
INS05266,Government-Aided,Urban,957,41,23.34,108,55,0.63,45,4,0.69,0.95,844,78995,0.59,0.7,0.4,0.92,0.88,2400,0.2,Moderately_Balanced
INS05267,Government-Aided,Urban,1960,147,13.33,39,40,0.7,38,3,0.78,0.3,680,25672,0.69,0.65,0.42,0.78,0.84,2869,0.09,Moderately_Balanced
INS05268,Public,Rural,1000,145,6.9,111,68,0.79,43,3,0.67,0.63,634,64835,0.55,0.81,0.44,0.81,0.72,2367,0.25,Moderately_Balanced
INS05269,Private,Urban,1380,122,11.31,87,32,0.74,48,13,0.69,0.74,329,67521,0.49,0.69,0.68,0.92,0.84,2632,0.25,Moderately_Balanced
INS05270,Private,Semi-Urban,2456,129,19.04,40,51,0.92,35,7,0.7,0.63,236,58204,0.67,0.63,0.9,0.63,0.88,2747,0.34,Moderately_Balanced
INS05271,Government-Aided,Urban,1840,77,23.9,38,46,0.76,19,8,0.64,0.46,696,10084,0.67,0.68,0.61,0.66,0.68,2987,0.27,Moderately_Balanced
INS05272,Public,Urban,2371,84,28.23,111,40,0.91,53,14,0.55,0.85,187,119781,0.91,0.66,0.46,0.6,0.84,4441,0.18,Moderately_Balanced
INS05273,Government-Aided,Urban,2283,77,29.65,53,68,0.45,53,13,0.73,0.55,551,13489,0.51,0.9,0.75,0.5,0.6,2123,0.1,Needs_Improvement
INS05274,Public,Rural,614,95,6.46,103,56,0.9,9,10,0.43,0.46,128,13704,0.76,0.57,0.39,0.82,0.66,3532,0.29,Moderately_Balanced
INS05275,Public,Urban,2000,38,52.63,93,58,0.81,23,14,0.49,0.79,218,94493,0.61,0.42,0.32,0.9,0.38,2570,0.16,Needs_Improvement
INS05276,Private,Urban,1317,147,8.96,75,41,0.54,59,4,0.88,0.35,421,119025,0.51,0.75,0.66,0.85,0.88,2172,0.33,Moderately_Balanced
INS05277,Private,Semi-Urban,937,123,7.62,119,42,0.58,32,11,0.65,0.39,764,55060,0.65,0.72,0.43,0.43,0.43,3711,0.13,Needs_Improvement
INS05278,Public,Urban,2435,126,19.33,63,40,0.72,28,11,0.83,0.43,191,7253,0.66,0.88,0.54,0.56,0.52,4869,0.11,Moderately_Balanced
INS05279,Government-Aided,Urban,1949,137,14.23,55,60,0.51,54,8,0.78,0.55,203,56177,0.63,0.46,0.44,0.73,0.54,3011,0.24,Needs_Improvement
INS05280,Private,Urban,2075,98,21.17,84,40,0.84,29,8,0.57,0.26,749,84040,0.83,0.68,0.85,0.58,0.42,2223,0.32,Needs_Improvement
INS05281,Government-Aided,Urban,2266,103,22.0,34,65,0.85,35,6,0.82,0.94,36,91239,0.87,0.48,0.5,0.48,0.9,2986,0.09,Moderately_Balanced
INS05282,Private,Semi-Urban,2263,137,16.52,58,31,0.6,44,1,0.45,0.67,573,109485,0.52,0.64,0.57,0.7,0.93,4560,0.06,Moderately_Balanced
INS05283,Private,Semi-Urban,2067,29,71.28,30,52,0.48,5,7,0.85,0.93,986,50503,0.53,0.82,0.44,0.69,0.87,4982,0.34,Moderately_Balanced
INS05284,Government-Aided,Rural,541,49,11.04,35,65,0.94,57,7,0.75,0.82,175,38587,0.66,0.85,0.35,0.79,0.56,1427,0.09,Moderately_Balanced
INS05285,Private,Urban,1001,43,23.28,29,43,0.58,46,5,0.88,0.34,40,24948,0.61,0.84,0.61,0.95,0.38,2715,0.23,Moderately_Balanced
INS05286,Private,Rural,1040,74,14.05,53,66,0.48,13,6,0.87,0.4,440,62454,0.86,0.69,0.82,0.76,0.46,3640,0.11,Moderately_Balanced
INS05287,Government-Aided,Rural,2413,123,19.62,56,56,0.61,56,14,0.6,0.27,170,117891,0.95,0.74,0.51,0.57,0.81,1315,0.1,Moderately_Balanced
INS05288,Private,Urban,2114,146,14.48,75,41,0.93,2,9,0.85,0.83,130,119511,0.54,0.69,0.77,0.93,0.52,1594,0.1,Moderately_Balanced
INS05289,Private,Semi-Urban,1080,144,7.5,18,58,0.85,23,3,0.69,0.67,835,106847,0.83,0.7,0.32,0.71,0.89,3592,0.26,Moderately_Balanced
INS05290,Private,Semi-Urban,315,112,2.81,38,35,0.69,18,12,0.48,0.4,334,109939,0.75,0.87,0.44,0.76,0.85,3536,0.28,Highly_Balanced
INS05291,Government-Aided,Urban,1285,27,47.59,17,52,0.6,37,4,0.83,0.93,659,64987,0.77,0.51,0.38,0.6,0.49,3801,0.09,Needs_Improvement
INS05292,Public,Urban,666,94,7.09,15,39,0.66,33,9,0.87,0.77,899,82290,0.58,0.63,0.54,0.65,0.77,3102,0.09,Moderately_Balanced
INS05293,Government-Aided,Semi-Urban,1552,59,26.31,108,63,0.46,8,13,0.44,0.74,477,66803,0.5,0.72,0.84,0.63,0.62,4099,0.33,Needs_Improvement
INS05294,Public,Urban,989,104,9.51,27,41,0.81,29,10,0.88,0.44,71,102439,0.72,0.81,0.52,0.91,0.48,3473,0.23,Moderately_Balanced
INS05295,Private,Urban,1359,35,38.83,68,61,0.5,31,14,0.71,0.47,292,97671,0.76,0.8,0.66,0.85,0.7,3562,0.28,Moderately_Balanced
INS05296,Public,Urban,1146,97,11.81,96,55,0.71,12,12,0.41,0.72,825,71202,0.93,0.46,0.84,0.45,0.85,3237,0.07,Moderately_Balanced
INS05297,Government-Aided,Semi-Urban,721,67,10.76,54,36,0.73,17,2,0.68,0.67,404,39913,0.79,0.52,0.52,0.57,0.91,4970,0.07,Moderately_Balanced
INS05298,Government-Aided,Rural,1943,110,17.66,25,61,0.45,43,14,0.81,0.7,606,76356,0.67,0.88,0.52,0.43,0.39,3784,0.17,Needs_Improvement
INS05299,Private,Rural,1512,148,10.22,56,62,0.94,52,13,0.68,0.87,948,59268,0.95,0.59,0.35,0.68,0.6,2843,0.22,Moderately_Balanced
INS05300,Public,Urban,907,41,22.12,107,47,0.6,21,9,0.77,0.36,882,93661,0.64,0.4,0.51,0.55,0.71,2174,0.16,Needs_Improvement
INS05301,Private,Semi-Urban,1638,33,49.64,18,64,0.49,3,5,0.86,0.33,831,25029,0.53,0.51,0.75,0.44,0.55,1610,0.26,Needs_Improvement
INS05302,Private,Urban,319,92,3.47,39,49,0.88,59,3,0.85,0.65,107,5258,0.76,0.91,0.81,0.82,0.54,3745,0.25,Moderately_Balanced
INS05303,Government-Aided,Semi-Urban,975,38,25.66,114,60,0.53,22,8,0.49,0.6,39,15320,0.58,0.56,0.73,0.45,0.81,3728,0.18,Needs_Improvement
INS05304,Public,Urban,681,59,11.54,50,34,0.46,6,13,0.62,0.53,450,49925,0.91,0.73,0.3,0.55,0.82,3470,0.07,Moderately_Balanced
INS05305,Public,Semi-Urban,908,117,7.76,78,61,0.7,43,9,0.46,0.88,600,41301,0.66,0.79,0.37,0.82,0.79,2878,0.23,Moderately_Balanced
INS05306,Public,Semi-Urban,2490,23,108.26,58,48,0.51,54,1,0.71,0.64,189,50914,0.52,0.74,0.74,0.68,0.89,3324,0.12,Moderately_Balanced
INS05307,Public,Rural,361,52,6.94,54,30,0.94,10,5,0.9,0.65,685,109806,0.52,0.6,0.87,0.85,0.65,1240,0.17,Moderately_Balanced
INS05308,Private,Urban,1565,62,25.24,106,36,0.46,38,14,0.49,0.51,836,93531,0.77,0.63,0.72,0.63,0.82,3071,0.05,Moderately_Balanced
INS05309,Private,Rural,1454,46,31.61,59,51,0.48,57,9,0.61,0.49,125,97525,0.63,0.84,0.44,0.85,0.36,4493,0.21,Moderately_Balanced
INS05310,Government-Aided,Rural,1928,100,19.28,22,63,0.87,58,11,0.9,0.94,346,18406,0.63,0.75,0.36,0.7,0.94,4224,0.26,Moderately_Balanced
INS05311,Private,Semi-Urban,1926,132,14.59,99,39,0.57,41,2,0.79,0.69,238,96624,0.76,0.41,0.83,0.45,0.9,3457,0.22,Needs_Improvement
INS05312,Private,Urban,1446,136,10.63,49,55,0.91,40,13,0.44,0.83,805,53414,0.56,0.51,0.36,0.66,0.85,2628,0.28,Needs_Improvement
INS05313,Government-Aided,Semi-Urban,1763,143,12.33,58,61,0.61,33,1,0.62,0.56,889,100964,0.52,0.55,0.39,0.7,0.7,2575,0.35,Needs_Improvement
INS05314,Government-Aided,Semi-Urban,1226,114,10.75,32,56,0.48,4,8,0.91,0.38,626,67143,0.78,0.59,0.66,0.74,0.68,2683,0.24,Moderately_Balanced
INS05315,Government-Aided,Semi-Urban,1742,82,21.24,61,41,0.46,41,6,0.64,0.48,284,66097,0.45,0.71,0.41,0.91,0.44,2854,0.12,Needs_Improvement
INS05316,Private,Urban,1953,143,13.66,39,69,0.59,24,14,0.73,0.49,341,10689,0.9,0.59,0.44,0.5,0.38,2280,0.22,Needs_Improvement
INS05317,Private,Urban,581,135,4.3,55,52,0.69,27,14,0.76,0.65,777,70183,0.54,0.84,0.39,0.73,0.5,2992,0.12,Moderately_Balanced
INS05318,Government-Aided,Semi-Urban,1185,114,10.39,19,43,0.45,13,2,0.75,0.36,335,112677,0.67,0.65,0.87,0.81,0.44,2044,0.15,Needs_Improvement
INS05319,Government-Aided,Urban,1324,86,15.4,78,63,0.74,26,3,0.67,0.52,127,36194,0.56,0.67,0.37,0.89,0.69,2935,0.16,Moderately_Balanced
INS05320,Government-Aided,Semi-Urban,1022,116,8.81,76,46,0.62,15,5,0.47,0.32,824,39642,0.56,0.63,0.86,0.69,0.55,1243,0.21,Needs_Improvement
INS05321,Private,Urban,2098,135,15.54,86,35,0.65,26,1,0.77,0.6,962,96006,0.87,0.56,0.5,0.52,0.58,4000,0.21,Needs_Improvement
INS05322,Private,Urban,1535,32,47.97,101,56,0.58,1,2,0.89,0.91,768,71492,0.74,0.78,0.79,0.85,0.37,4248,0.25,Moderately_Balanced
INS05323,Public,Rural,386,83,4.65,17,37,0.71,18,11,0.89,0.49,528,108835,0.61,0.52,0.87,0.9,0.68,3497,0.18,Moderately_Balanced
INS05324,Private,Semi-Urban,964,104,9.27,51,62,0.57,22,12,0.71,0.28,560,86708,0.58,0.77,0.61,0.46,0.74,4093,0.11,Needs_Improvement
INS05325,Private,Rural,1161,75,15.48,109,64,0.52,40,1,0.66,0.68,594,42257,0.56,0.68,0.76,0.53,0.55,1279,0.2,Needs_Improvement
INS05326,Private,Rural,2022,131,15.44,107,46,0.9,13,14,0.57,0.69,546,59415,0.73,0.45,0.46,0.88,0.43,1761,0.29,Needs_Improvement
INS05327,Government-Aided,Semi-Urban,2408,52,46.31,55,55,0.65,46,14,0.45,0.59,257,59174,0.82,0.41,0.53,0.67,0.77,3010,0.26,Moderately_Balanced
INS05328,Private,Semi-Urban,2442,72,33.92,34,36,0.49,50,11,0.86,0.53,28,7057,0.58,0.49,0.63,0.49,0.43,4857,0.08,Needs_Improvement
INS05329,Government-Aided,Urban,1085,120,9.04,81,53,0.57,25,7,0.47,0.87,355,86406,0.62,0.8,0.81,0.75,0.84,4462,0.33,Moderately_Balanced
INS05330,Public,Semi-Urban,1876,108,17.37,101,54,0.6,7,7,0.55,0.91,341,23761,0.81,0.6,0.67,0.65,0.68,2446,0.14,Moderately_Balanced
INS05331,Public,Rural,1967,48,40.98,54,64,0.83,26,10,0.79,0.72,20,115427,0.82,0.83,0.31,0.93,0.49,3186,0.23,Moderately_Balanced
INS05332,Government-Aided,Rural,993,70,14.19,99,55,0.46,46,14,0.77,0.6,140,82067,0.55,0.67,0.48,0.52,0.89,1329,0.06,Moderately_Balanced
INS05333,Government-Aided,Semi-Urban,1554,69,22.52,91,34,0.69,39,5,0.75,0.3,28,96291,0.64,0.42,0.82,0.6,0.44,3732,0.32,Needs_Improvement
INS05334,Government-Aided,Rural,833,130,6.41,22,67,0.65,27,10,0.79,0.46,332,87449,0.88,0.85,0.44,0.49,0.71,2369,0.26,Moderately_Balanced
INS05335,Private,Urban,701,55,12.75,19,64,0.93,3,6,0.68,0.45,203,65339,0.82,0.9,0.52,0.43,0.72,4413,0.13,Moderately_Balanced
INS05336,Public,Rural,429,128,3.35,39,59,0.54,58,13,0.48,0.29,679,118563,0.53,0.44,0.53,0.55,0.37,4209,0.25,Needs_Improvement
INS05337,Government-Aided,Urban,575,79,7.28,53,54,0.76,37,3,0.92,0.84,257,81518,0.64,0.51,0.39,0.85,0.72,3911,0.14,Moderately_Balanced
INS05338,Private,Rural,2158,39,55.33,51,53,0.55,10,11,0.86,0.86,908,63303,0.94,0.78,0.51,0.55,0.77,4589,0.13,Moderately_Balanced
INS05339,Public,Urban,354,143,2.48,119,59,0.72,43,2,0.62,0.89,789,21647,0.71,0.93,0.79,0.78,0.9,1777,0.18,Highly_Balanced
INS05340,Private,Urban,1064,20,53.2,19,49,0.73,23,10,0.68,0.77,788,71013,0.81,0.86,0.81,0.69,0.78,2247,0.23,Moderately_Balanced
INS05341,Public,Semi-Urban,1520,38,40.0,22,32,0.49,27,13,0.6,0.75,349,46315,0.5,0.45,0.65,0.69,0.64,3943,0.11,Needs_Improvement
INS05342,Private,Urban,941,106,8.88,18,61,0.68,40,9,0.73,0.58,490,82058,0.87,0.72,0.71,0.83,0.86,4528,0.27,Highly_Balanced
INS05343,Public,Semi-Urban,2147,48,44.73,55,37,0.68,17,2,0.78,0.85,841,101457,0.75,0.75,0.62,0.74,0.56,1245,0.22,Moderately_Balanced
INS05344,Public,Rural,1023,78,13.12,74,52,0.61,48,14,0.52,0.61,38,34742,0.54,0.73,0.33,0.49,0.86,1828,0.05,Moderately_Balanced
INS05345,Private,Rural,1513,82,18.45,68,45,0.59,20,1,0.63,0.27,37,29638,0.64,0.7,0.72,0.52,0.86,3834,0.21,Moderately_Balanced
INS05346,Government-Aided,Rural,1101,117,9.41,36,64,0.56,25,9,0.73,0.66,299,34607,0.49,0.55,0.9,0.7,0.71,4798,0.18,Needs_Improvement
INS05347,Public,Urban,1037,67,15.48,92,54,0.45,2,8,0.91,0.52,146,41940,0.84,0.75,0.44,0.86,0.56,2088,0.25,Moderately_Balanced
